Seq_ID,methanotrophy,methanogenesis_by_reduction_of_methyl_compounds_with_H2,hydrogenotrophic_methanogenesis,methanogenesis,methanol_oxidation,methylotrophy,aerobic_ammonia_oxidation,aerobic_nitrite_oxidation,nitrification,sulfate_respiration,dark_sulfite_oxidation,sulfite_respiration,thiosulfate_respiration,respiration_of_sulfur_compounds,arsenate_detoxification,dissimilatory_arsenate_reduction,nitrate_denitrification,nitrite_denitrification,denitrification,chitinolysis,knallgas_bacteria,dark_hydrogen_oxidation,nitrogen_fixation,nitrate_ammonification,nitrite_ammonification,nitrite_respiration,cellulolysis,xylanolysis,dark_sulfur_oxidation,dark_thiosulfate_oxidation,dark_oxidation_of_sulfur_compounds,manganese_oxidation,ligninolysis,fermentation,aerobic_chemoheterotrophy,invertebrate_parasites,human_pathogens_septicemia,human_pathogens_pneumonia,human_pathogens_nosocomia,human_pathogens_meningitis,human_pathogens_gastroenteritis,human_pathogens_diarrhea,human_pathogens_all,human_gut,human_associated,mammal_gut,animal_parasites_or_symbionts,plant_pathogen,aromatic_hydrocarbon_degradation,aromatic_compound_degradation,aliphatic_non_methane_hydrocarbon_degradation,hydrocarbon_degradation,iron_respiration,nitrate_respiration,nitrate_reduction,nitrogen_respiration,fumarate_respiration,intracellular_parasites,chlorate_reducers,predatory_or_exoparasitic,chloroplasts,nonphotosynthetic_cyanobacteria,photosynthetic_cyanobacteria,anoxygenic_photoautotrophy_H2_oxidizing,anoxygenic_photoautotrophy_S_oxidizing,anoxygenic_photoautotrophy,oxygenic_photoautotrophy,photoautotrophy,aerobic_anoxygenic_phototrophy,photoheterotrophy,phototrophy,plastic_degradation,ureolysis,chemoheterotrophy,anaerobic_chemoheterotrophy
DO_PCR_R_bc005_PCR_F_bc011_R1.fastq.gz,0.001,2e-4,2e-4,2e-4,0.0033,0.0034999999999999996,0.0146,4e-4,0.015,2e-4,0,2e-4,0,2e-4,4e-4,4e-4,0.0031,0.0031,0.0033,0.0014000000000000002,2e-4,0.0128,0.0064,2e-4,2e-4,0.0034999999999999996,0.005600000000000001,4e-4,0,2e-4,6e-4,0.001,2e-4,0.016,0.2507,6e-4,2e-4,0.0025,4e-4,0,0,0,0.0066,2e-4,0.0066,2e-4,0.0103,2e-4,2e-4,0.004699999999999999,6e-4,0.0016,6e-4,0.0051,0.0125,0.0053,2e-4,0.0204,2e-4,0.0276,0.0072,0.004699999999999999,0.009000000000000001,2e-4,0.0027,0.0029,0.009000000000000001,0.011899999999999999,2e-4,0.005600000000000001,0.0146,4e-4,0.0121,0.289,0.0383
DO_PCR_R_bc005_PCR_F_bc012_R1.fastq.gz,0,0,0,0,0,0,0.020499999999999997,3e-4,0.0208,0,0,0,0,0,0,0,0.0043,0.0043,0.0046,0.0018,0,0.014199999999999999,0.0018,0,0,0.0043,0.0025,3e-4,0,3e-4,5e-4,0.002,3e-4,0.004,0.17920000000000003,3e-4,0,5e-4,0,0,0,0,0.0018,0,0.0018,0,0.0023,0,3e-4,0.0068000000000000005,5e-4,5e-4,5e-4,0.0043,0.011399999999999999,0.0046,0,0.004,0,0.0246,5e-4,0.0015,5e-4,0,0.0043,0.0043,5e-4,0.0048,0,0.0051,0.005600000000000001,0,0.0058,0.2379,0.0587
DO_PCR_R_bc005_PCR_F_bc013_R1.fastq.gz,0,5e-4,5e-4,5e-4,0,5e-4,0.008100000000000001,0,0.008100000000000001,0,0,5e-4,5e-4,5e-4,0,0,0.002,0.002,0.002,5e-4,0,0.0137,0.0036,0,5e-4,0.0025,0.0173,5e-4,0,5e-4,5e-4,0,0,0.0060999999999999995,0.20980000000000001,5e-4,0.001,0.0015,0,5e-4,0.0015,5e-4,0.0060999999999999995,0.0015,0.0060999999999999995,0.0015,0.0076,5e-4,5e-4,0.0031,0,5e-4,0.001,0.0036,0.0102,0.0036,5e-4,0.0239,0,0.0158,0.001,0.002,0.001,0,0.0015,0.0015,0.001,0.0025,0,0.002,0.0031,5e-4,0.015300000000000001,0.23420000000000002,0.024399999999999998
DO_PCR_R_bc005_PCR_F_bc014_R1.fastq.gz,0,0,0,0,3e-4,3e-4,0.0134,0,0.0134,0,0,0,0,0,0,0,0.0025,0.0025,0.0025,3e-4,0,0.0115,0.0029,0,0,0.0025,0.0127,3e-4,0,0,0,3e-4,0,0.005699999999999999,0.168,3e-4,0,0.001,0,0,0,0,0.0040999999999999995,0,0.0040999999999999995,0,0.0048,0,0,0.0016,0,0,0.0019,0.0029,0.0092,0.0029,0,0.0341,0,0.0296,0.001,0.0016,0.001,0,0.0025,0.0025,0.001,0.0034999999999999996,0,0.0025,0.0034999999999999996,0,0.0067,0.20149999999999998,0.0334
DO_PCR_R_bc005_PCR_F_bc015_R1.fastq.gz,9e-4,3e-4,3e-4,3e-4,0.0018,0.0024,0.0159,6e-4,0.0165,0,0,3e-4,3e-4,3e-4,3e-4,3e-4,0.0046,0.0046,0.0049,0.0018,0,0.0171,0.0046,3e-4,6e-4,0.0052,0.0046,6e-4,0,0,6e-4,0.0018,6e-4,0.0113,0.2764,6e-4,3e-4,0.0012,0,3e-4,9e-4,3e-4,0.0058,9e-4,0.0058,9e-4,0.006999999999999999,6e-4,0,0.0079,3e-4,0.0012,3e-4,0.0055000000000000005,0.012199999999999999,0.0058,3e-4,0.0060999999999999995,0,0.0177,0.0012,0.0028000000000000004,0.0012,0,0.004,0.004,0.0012,0.0052,0,0.006999999999999999,0.0083,0,0.019,0.3164,0.04
DO_PCR_R_bc005_PCR_F_bc016_R1.fastq.gz,0,0,0,0,0,0,0.0208,0,0.0208,0,0,0,0,0,6e-4,6e-4,0.0038,0.0038,0.0038,0.0013,0,0.012,0.0032,0,0,0.0038,0.005699999999999999,6e-4,0,0,0,0.0013,0,0.0019,0.16570000000000001,6e-4,0,0,0,0,0,0,6e-4,0,6e-4,0,0.0019,0,0,0.0038,0,0,6e-4,0.0038,0.008199999999999999,0.0038,0,0.0019,0,0.0126,6e-4,6e-4,6e-4,0,0.0038,0.0038,6e-4,0.0044,0,0.0038,0.0044,6e-4,0.010700000000000001,0.23,0.0643
DO_PCR_R_bc005_PCR_F_bc017_R1.fastq.gz,0.0012,0.003,0.003,0.003,0.0012,0.0042,0.0083,0,0.0083,0,0,0,0,0,0,0,0.003,0.003,0.003,0.0018,0,0.0203,0.0054,0,0,0.003,0.027999999999999997,0,0,6e-4,6e-4,6e-4,0,0.0018,0.17989999999999998,6e-4,0,6e-4,0,0,0,0,0.0024,0,0.0024,0,0.0036,0,0,0.0036,0,0.0012,0.0012,0.003,0.0070999999999999995,0.003,0,0.0070999999999999995,0,0.0113,0.0012,0.0012,0.0012,0,0.0024,0.0024,0.0012,0.0036,0,0.0024,0.0036,0,0.0066,0.212,0.0322
DO_PCR_R_bc005_PCR_F_bc018_R1.fastq.gz,6e-4,6e-4,6e-4,6e-4,0.0013,0.0026,0.0208,6e-4,0.021400000000000002,0,0,0,0,0,6e-4,6e-4,0.0019,0.0019,0.0026,0.0032,0,0.020099999999999996,0.0084,0,0,0.0026,0.0058,6e-4,0,0,0.0013,6e-4,6e-4,0.0169,0.3411,0.0013,0,6e-4,0,0,0,0,0.0026,0,0.0026,0,0.0045000000000000005,0,6e-4,0.0143,6e-4,0.0013,0,0.0039000000000000003,0.0175,0.0045000000000000005,0,0.0227,0,0.013000000000000001,0.0019,0.0032,0.0019,0,6e-4,6e-4,0.0019,0.0026,0,0.0032,0.0052,0.0013,0.021400000000000002,0.38530000000000003,0.044199999999999996
DO_PCR_R_bc005_PCR_F_bc019_R1.fastq.gz,3e-4,3e-4,3e-4,3e-4,7.000000000000001e-4,0.001,0.015700000000000002,0,0.015700000000000002,0,0,0,0,0,3e-4,3e-4,0.0037,0.0037,0.0037,7.000000000000001e-4,0,0.016399999999999998,0.004699999999999999,0,0,0.0037,0.010700000000000001,0,0,3e-4,3e-4,7.000000000000001e-4,0,0.003,0.1612,3e-4,0,7.000000000000001e-4,3e-4,0,0,0,0.0017000000000000001,0,0.0017000000000000001,0,0.0027,0,0,0.0037,3e-4,7.000000000000001e-4,7.000000000000001e-4,0.0037,0.0087,0.0037,0,0.0084,0,0.0144,7.000000000000001e-4,0.0017000000000000001,7.000000000000001e-4,0,0.0033,0.0033,7.000000000000001e-4,0.004,0,0.0037,0.0043,7.000000000000001e-4,0.005699999999999999,0.19760000000000003,0.0364
DO_PCR_R_bc005_PCR_F_bc020_R1.fastq.gz,4e-4,8e-4,8e-4,8e-4,4e-4,0.0012,0.0098,0,0.0098,0,0,0,0,0,0,0,0.0016,0.0016,0.0016,4e-4,0,0.0131,0.0033,0,0,0.0016,0.016399999999999998,4e-4,0,0,0,0,0,0.0037,0.1925,4e-4,0,0,0,0,0,0,0.0016,0,0.0016,0,0.0037,0,0,0.0012,0,4e-4,0.0016,0.002,0.0078000000000000005,0.002,0,0.0274,0,0.013500000000000002,0.0025,0.002,0.0025,0,0.0016,0.0016,0.0025,0.0040999999999999995,0,0.002,0.0045000000000000005,0,0.011899999999999999,0.21660000000000001,0.0242
DO_PCR_R_bc005_PCR_F_bc021_R1.fastq.gz,0,0,0,0,4e-4,4e-4,0.021099999999999997,4e-4,0.0215,0,0,4e-4,4e-4,4e-4,4e-4,4e-4,0.0032,0.0032,0.0037,0.0012,0,0.015,0.0040999999999999995,0,0,0.0032,0.0028000000000000004,4e-4,0,0,0,4e-4,0,0.0049,0.2138,4e-4,0,4e-4,0,0,4e-4,0,0.0016,0,0.0016,0,0.0032,0,0,0.0085,0,0,0.0012,0.0032,0.011000000000000001,0.0037,0,0.005699999999999999,0,0.0187,4e-4,0.002,4e-4,0,0.0032,0.0032,4e-4,0.0037,0,0.0040999999999999995,0.0045000000000000005,4e-4,0.011399999999999999,0.2783,0.0645
DO_PCR_R_bc005_PCR_F_bc022_R1.fastq.gz,0,0,0,0,2e-4,2e-4,0.016399999999999998,0,0.016399999999999998,0,0,0,0,0,2e-4,2e-4,0.0045000000000000005,0.0045000000000000005,0.004699999999999999,7.000000000000001e-4,0,0.0131,0.003,0,0,0.0045000000000000005,0.005699999999999999,5e-4,0,2e-4,2e-4,0.001,0,0.004699999999999999,0.18239999999999998,5e-4,0,0,0,0,0,0,0.002,0,0.002,0,0.003,0,0,0.0052,0,0,2e-4,0.005,0.011399999999999999,0.0052,0,0.009899999999999999,0,0.022099999999999998,7.000000000000001e-4,0.002,7.000000000000001e-4,0,0.0045000000000000005,0.0045000000000000005,7.000000000000001e-4,0.0052,0,0.004699999999999999,0.0055000000000000005,2e-4,0.009899999999999999,0.2304,0.0481
DO_PCR_R_bc006_PCR_F_bc001_R1.fastq.gz,0,5e-4,5e-4,5e-4,5e-4,0.001,0.0063,0,0.0063,0,0,5e-4,5e-4,5e-4,5e-4,5e-4,0.0039000000000000003,0.0039000000000000003,0.0039000000000000003,0.001,0,0.0176,0.0049,0,5e-4,0.0044,0.018500000000000003,5e-4,0,5e-4,0.0015,0.001,0,0.0088,0.2873,5e-4,0.001,0.0029,0,5e-4,0.0015,5e-4,0.0078000000000000005,0.0015,0.0078000000000000005,0.0015,0.010700000000000001,5e-4,5e-4,0.002,0,5e-4,0.0015,0.0054,0.0127,0.0054,5e-4,0.02,0,0.0137,0.0015,0.002,0.0015,0,0.0034000000000000002,0.0034000000000000002,0.0015,0.0049,0,0.0054,0.0068000000000000005,0.001,0.0268,0.3146,0.0273
DO_PCR_R_bc006_PCR_F_bc002_R1.fastq.gz,9e-4,2e-4,2e-4,2e-4,0.003,0.0032,0.020099999999999996,2e-4,0.0203,0,0,2e-4,2e-4,2e-4,0,0,0.0034000000000000002,0.0034000000000000002,0.0036,0.0014000000000000002,0,0.0169,0.0036,0,2e-4,0.0036,0.0043,0.0011,0,5e-4,7.000000000000001e-4,7.000000000000001e-4,0,0.0091,0.2273,5e-4,2e-4,0.0011,2e-4,0,7.000000000000001e-4,2e-4,0.005,5e-4,0.005,5e-4,0.0078000000000000005,5e-4,0,0.0043,2e-4,0.0011,2e-4,0.0039000000000000003,0.011899999999999999,0.0040999999999999995,2e-4,0.0194,0,0.0296,0.0021,0.0039000000000000003,0.0023,2e-4,0.0034000000000000002,0.0036,0.0023,0.0059,5e-4,0.0055000000000000005,0.0078000000000000005,0,0.0137,0.2706,0.0433
DO_PCR_R_bc006_PCR_F_bc003_R1.fastq.gz,3e-4,5e-4,5e-4,5e-4,0,8e-4,0.0189,0,0.0189,0,0,0,0,0,3e-4,3e-4,0.0054,0.0054,0.005600000000000001,0.001,0,0.0155,0.0033,0,0,0.0054,0.0040999999999999995,3e-4,0,0,5e-4,0.001,0,0.0048,0.17129999999999998,5e-4,3e-4,5e-4,0,0,3e-4,0,0.0023,3e-4,0.0023,3e-4,0.0033,3e-4,0,0.0028000000000000004,3e-4,5e-4,3e-4,0.0054,0.013300000000000001,0.005600000000000001,0,0.0040999999999999995,0,0.0199,3e-4,0.0013,3e-4,0,0.0054,0.0054,3e-4,0.005600000000000001,0,0.0059,0.0060999999999999995,3e-4,0.0087,0.2273,0.056100000000000004
DO_PCR_R_bc006_PCR_F_bc004_R1.fastq.gz,0,7.000000000000001e-4,7.000000000000001e-4,7.000000000000001e-4,0,7.000000000000001e-4,0.017,0,0.017,0,0,3e-4,3e-4,3e-4,0,0,0.0024,0.0024,0.0024,0.0017000000000000001,0,0.0149,0.0034000000000000002,0,0,0.0024,0.0040999999999999995,3e-4,0,0,7.000000000000001e-4,7.000000000000001e-4,3e-4,0.008100000000000001,0.1864,3e-4,0,3e-4,0,0,3e-4,0,0.0027,0,0.0027,0,0.0037,0,0,7.000000000000001e-4,0,0,0,0.0027,0.0115,0.0027,0,0.012199999999999999,0,0.02,7.000000000000001e-4,0.0017000000000000001,7.000000000000001e-4,0,0.0024,0.0024,7.000000000000001e-4,0.0031,0,0.0034000000000000002,0.0040999999999999995,0,0.0126,0.2418,0.0553
DO_PCR_R_bc006_PCR_F_bc005_R1.fastq.gz,0.002,0,0,0,0.0026,0.0028000000000000004,0.0158,2e-4,0.016,0,0,0,0,0,4e-4,4e-4,0.0048,0.0048,0.005,0.0014000000000000002,0,0.018000000000000002,0.0044,0,0,0.0048,0.0042,6e-4,0,2e-4,8e-4,0.0016,0,0.008,0.2232,6e-4,4e-4,8e-4,2e-4,2e-4,2e-4,0,0.004,6e-4,0.004,6e-4,0.0052,6e-4,0,0.0046,2e-4,0.0022,4e-4,0.0048,0.0146,0.005,0,0.01,0,0.0204,0.0024,0.0012,0.0028000000000000004,0,0.0044,0.0044,0.0028000000000000004,0.0072,0,0.006999999999999999,0.0098,2e-4,0.0128,0.2759,0.0527
DO_PCR_R_bc006_PCR_F_bc006_R1.fastq.gz,5e-4,0,0,0,2e-4,5e-4,0.018000000000000002,2e-4,0.0182,0,0,0,0,0,2e-4,2e-4,0.0048,0.0048,0.005,9e-4,0,0.015300000000000001,0.0032,0,2e-4,0.005,0.0040999999999999995,2e-4,0,2e-4,5e-4,9e-4,0,0.0040999999999999995,0.155,2e-4,5e-4,9e-4,2e-4,2e-4,5e-4,2e-4,0.0025,7.000000000000001e-4,0.0025,7.000000000000001e-4,0.0027,2e-4,2e-4,0.0039000000000000003,2e-4,9e-4,5e-4,0.0052,0.0116,0.0055000000000000005,2e-4,0.01,0,0.0212,5e-4,0.0011,5e-4,0,0.0043,0.0043,5e-4,0.0048,0,0.0043,0.0048,7.000000000000001e-4,0.0052,0.20379999999999998,0.048799999999999996
DO_PCR_R_bc006_PCR_F_bc007_R1.fastq.gz,7.000000000000001e-4,0.0017000000000000001,0.0017000000000000001,0.0017000000000000001,3e-4,0.0024,0.0218,0,0.0218,0,0,3e-4,3e-4,3e-4,3e-4,3e-4,0.003,0.003,0.003,7.000000000000001e-4,0,0.0128,0.004,0,3e-4,0.0034000000000000002,0.0067,3e-4,0,3e-4,3e-4,0,0,0.004,0.126,3e-4,7.000000000000001e-4,7.000000000000001e-4,0,3e-4,0.001,3e-4,0.0024,0.001,0.0024,0.001,0.004,3e-4,3e-4,0.0024,0,0.001,7.000000000000001e-4,0.0034000000000000002,0.0087,0.0034000000000000002,3e-4,0.005699999999999999,0,0.0171,3e-4,3e-4,3e-4,0,0.0024,0.0024,3e-4,0.0027,0,0.0027,0.003,7.000000000000001e-4,0.006,0.1741,0.0481
DO_PCR_R_bc006_PCR_F_bc008_R1.fastq.gz,0.0014000000000000002,0,0,0,0.0018,0.002,0.0171,4e-4,0.0175,0,0,2e-4,2e-4,2e-4,2e-4,2e-4,0.005,0.005,0.0052,0.002,0,0.0195,0.0044,2e-4,4e-4,0.0054,0.0028000000000000004,8e-4,0,4e-4,0.0014000000000000002,0.0016,2e-4,0.009300000000000001,0.239,4e-4,4e-4,0.001,0,2e-4,6e-4,2e-4,0.005,6e-4,0.005,6e-4,0.006,4e-4,2e-4,0.006,2e-4,0.0018,2e-4,0.006,0.0151,0.0062,2e-4,0.011699999999999999,0,0.0256,8e-4,0.0028000000000000004,8e-4,0,0.0044,0.0044,8e-4,0.0052,0,0.0072,0.008,4e-4,0.0131,0.2821,0.0431
DO_PCR_R_bc006_PCR_F_bc009_R1.fastq.gz,2e-4,0.0022,0.0022,0.0022,5e-4,0.0027,0.0189,0,0.0189,0,0,2e-4,2e-4,2e-4,0,0,0.0045000000000000005,0.0045000000000000005,0.004699999999999999,7.000000000000001e-4,0,0.0139,0.0025,0,2e-4,0.004699999999999999,0.0025,2e-4,0,2e-4,7.000000000000001e-4,0.001,2e-4,0.0055000000000000005,0.157,2e-4,2e-4,2e-4,0,2e-4,7.000000000000001e-4,2e-4,0.0015,7.000000000000001e-4,0.0015,7.000000000000001e-4,0.002,2e-4,0,0.0034999999999999996,0,2e-4,2e-4,0.005,0.0104,0.0052,2e-4,0.0077,0,0.0167,7.000000000000001e-4,0.002,7.000000000000001e-4,0,0.0042,0.0042,7.000000000000001e-4,0.005,0,0.004699999999999999,0.0055000000000000005,0,0.0055000000000000005,0.2152,0.0582
DO_PCR_R_bc006_PCR_F_bc010_R1.fastq.gz,0,0.0043,0.0043,0.0043,0,0.0043,0.019799999999999998,0,0.019799999999999998,0,0,3e-4,3e-4,3e-4,0,0,0.0046,0.0046,0.005,0.001,0,0.0168,0.0036,0,3e-4,0.005,0.004,3e-4,0,0,7.000000000000001e-4,3e-4,0,0.005,0.15810000000000002,3e-4,3e-4,0.001,0,0,0.001,3e-4,0.003,7.000000000000001e-4,0.003,7.000000000000001e-4,0.0036,3e-4,0,0.0033,0,0,7.000000000000001e-4,0.0053,0.012199999999999999,0.005600000000000001,3e-4,0.0063,0,0.0152,7.000000000000001e-4,0.001,7.000000000000001e-4,0,0.0043,0.0043,7.000000000000001e-4,0.005,0,0.005,0.005600000000000001,0,0.0053,0.2311,0.073
DO_PCR_R_bc006_PCR_F_bc011_R1.fastq.gz,0.001,0,0,0,0.0017000000000000001,0.002,0.0147,3e-4,0.015,0,0,3e-4,3e-4,3e-4,7.000000000000001e-4,7.000000000000001e-4,0.0033,0.0033,0.0037,0.002,0,0.0177,0.005,0,3e-4,0.0037,0.005,3e-4,0,0,0.0013,7.000000000000001e-4,0,0.015700000000000002,0.2728,0.001,3e-4,0.0023,0,0,0.001,3e-4,0.0077,7.000000000000001e-4,0.0077,7.000000000000001e-4,0.0097,7.000000000000001e-4,0,0.004,0,0.001,7.000000000000001e-4,0.004,0.0177,0.0043,3e-4,0.0127,0,0.023,0.002,0.0017000000000000001,0.002,0,0.0033,0.0033,0.002,0.0053,0,0.006999999999999999,0.009000000000000001,7.000000000000001e-4,0.0177,0.3151,0.042300000000000004
DO_PCR_R_bc006_PCR_F_bc012_R1.fastq.gz,0,0,0,0,0,0,0.0232,0,0.0232,0,0,0,0,0,0,0,0.0037,0.0037,0.0037,0.0014000000000000002,0,0.015300000000000001,0.0032,0,5e-4,0.0042,0.0051,5e-4,0,0,0,9e-4,0,0.0046,0.17059999999999997,5e-4,5e-4,0.0014000000000000002,0,5e-4,9e-4,5e-4,0.0051,0.0014000000000000002,0.0051,0.0014000000000000002,0.005600000000000001,5e-4,0,0.0014000000000000002,5e-4,5e-4,5e-4,0.0042,0.009300000000000001,0.0042,5e-4,0.0037,0,0.026000000000000002,9e-4,0.0014000000000000002,9e-4,0,0.0037,0.0037,9e-4,0.0046,0,0.0042,0.0051,0,0.009300000000000001,0.2443,0.0737
DO_PCR_R_bc006_PCR_F_bc013_R1.fastq.gz,6e-4,0.0046,0.0046,0.0046,6e-4,0.0052,0.0116,0,0.0116,0,0,6e-4,6e-4,6e-4,0,0,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996,6e-4,0,0.018500000000000003,0.0052,0,6e-4,0.0040999999999999995,0.0151,6e-4,0,0.0012,0.0012,0,0,0.0069,0.1789,6e-4,0.0012,0.0017000000000000001,0,6e-4,0.0017000000000000001,6e-4,0.0064,0.0017000000000000001,0.0064,0.0017000000000000001,0.009300000000000001,6e-4,6e-4,0.0012,0,0.0012,0.0012,0.0046,0.0116,0.0046,6e-4,0.023700000000000002,0,0.0151,6e-4,0,6e-4,0,0.0023,0.0023,6e-4,0.0029,0,0.0029,0.0034999999999999996,6e-4,0.013300000000000001,0.21710000000000002,0.0382
DO_PCR_R_bc006_PCR_F_bc014_R1.fastq.gz,0,0,0,0,0,0,0.061500000000000006,0,0.061500000000000006,0,0,0.0154,0.0154,0.0154,0,0,0.0154,0.0154,0.0154,0,0,0.0308,0.0308,0,0.0154,0.0308,0,0,0,0.0154,0.0154,0,0,0.0308,0.3385,0,0.0308,0.0308,0,0,0.0462,0.0154,0.061500000000000006,0.0308,0.061500000000000006,0.0308,0.061500000000000006,0.0154,0.0154,0.0154,0,0.0154,0,0.0308,0.061500000000000006,0.0308,0.0154,0.0154,0,0.0154,0.0154,0,0.0154,0,0,0,0.0154,0.0154,0,0,0.0154,0.0154,0.0154,0.3846,0.0462
DO_PCR_R_bc006_PCR_F_bc015_R1.fastq.gz,0,0,0,0,0.0103,0.0103,0.0412,0,0.0412,0,0,0.0103,0.0103,0.0103,0,0,0.0103,0.0103,0.0103,0,0,0.0103,0.0206,0,0.0103,0.0206,0.0206,0,0,0.0103,0.0103,0,0,0.051500000000000004,0.2887,0,0.0206,0.0206,0,0.0103,0.030899999999999997,0.0103,0.0722,0.030899999999999997,0.0722,0.030899999999999997,0.0722,0.0103,0.0103,0.0103,0,0.0103,0,0.0206,0.051500000000000004,0.0206,0.0103,0.0206,0,0,0.0103,0,0.0103,0,0,0,0.0103,0.0103,0,0,0.0103,0.0103,0.030899999999999997,0.34020000000000006,0.051500000000000004
DO_PCR_R_bc006_PCR_F_bc016_R1.fastq.gz,0,0,0,0,0,0,0.0179,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0.035699999999999996,0.035699999999999996,0,0,0,0,0,0,0,0,0,0,0.035699999999999996,0.2857,0,0.0179,0.0179,0,0.0179,0.0179,0,0.035699999999999996,0.035699999999999996,0.035699999999999996,0.035699999999999996,0.035699999999999996,0.0179,0,0,0,0,0.0179,0,0.0536,0,0,0.0179,0,0.0179,0.0179,0,0.0179,0,0,0,0.0179,0.0179,0,0,0.0179,0,0.0179,0.35710000000000003,0.07139999999999999
